download_count,project
242823,"pymc"
242761,"duckduckgo-search"
242180,"lesscpy"
242170,"linode-metadata"
241904,"llama-cpp-python"
241673,"single-source"
241578,"python-jsonpath"
241559,"apeye-core"
241160,"apeye"
241089,"apiclient"
240917,"aws-cdk-aws-kinesis"
240654,"drf-jwt"
240647,"esp-idf-kconfig"
240639,"cgroupspy"
240566,"antlr4-tools"
240529,"sphinxcontrib-plantuml"
240463,"pybars3"
240345,"django-ninja"
240320,"jsonnet"
240255,"primepy"
240066,"lief"
240006,"smartystreets-python-sdk"
239917,"stanza"
239842,"types-filelock"
239821,"pyicu-binary"
239641,"titlecase"
239401,"datasketches"
239325,"honcho"
239269,"dagster-cloud"
238744,"types-dateparser"
238642,"blake3"
238595,"panns-inference"
238579,"dvc-objects"
238518,"parsy"
238301,"pyzabbix"
238281,"yamlordereddictloader"
238246,"django-constance"
238190,"myst-nb"
238035,"apache-airflow-providers-apache-livy"
237743,"tableschema"
237393,"jsonslicer"
237179,"ocspbuilder"
237053,"evergreen-lint"
236971,"repoze-who"
236850,"glances"
236826,"tf-slim"
236689,"times"
236676,"azure-containerregistry"
236490,"apache-airflow-providers-papermill"
236385,"docxcompose"
236363,"slack"
236272,"torch-pitch-shift"
236229,"xsdata"
236228,"vertexai"
235819,"bsdiff4"
235777,"pulumi-aws"
235556,"rospkg"
235553,"nbstripout"
235499,"grpcio-testing"
235331,"datarobot"
235127,"telebot"
235066,"sphinx-data-viewer"
235014,"flask-script"
234937,"lmfit"
234843,"jupyter-cache"
234726,"pytest-pylint"
234538,"urlextract"
234397,"testscenarios"
234166,"pyiso8583"
233654,"geohash2"
233557,"google-cloud-recaptcha-enterprise"
233533,"pyang"
233524,"pyvista"
233448,"fastly"
233446,"pyct"
233273,"mdutils"
233132,"grpcio-channelz"
232983,"camelot-py"
232924,"roman"
232886,"ocspresponder"
232629,"drissionpage"
232628,"sphinx-needs"
232563,"waifupicspython"
232520,"python-monkey-business"
232315,"lookml"
232248,"wasmer"
232047,"pyttsx3"
231926,"elasticsearch6"
231712,"ibm-secrets-manager-sdk"
231249,"graphene-sqlalchemy"
231164,"python-redmine"
231083,"py-moneyed"
231045,"tox-ansible"
231026,"draftjs-exporter"
231026,"bce-python-sdk"
231012,"word2number"
230729,"pybuildkite"
230721,"pystac"
230703,"fastdtw"
230654,"robotframework-databaselibrary"
230587,"adtk"
230559,"pvlib"
230556,"patch"
230531,"lameenc"
230526,"pytest-doctestplus"
230248,"pyinotify"
230088,"envs"
229901,"django-nested-admin"
229844,"pywebpush"
229833,"langchainplus-sdk"
229641,"dask-ml"
229481,"growthbook"
229279,"pycosat"
229245,"tm1py"
228880,"swig"
228800,"shellcheck-py"
228574,"clip-anytorch"
228569,"glfw"
228435,"pytest-watch"
228205,"secure-smtplib"
228153,"redis-sentinel-url"
228056,"eval-type-backport"
228056,"iminuit"
227951,"pyqt6-sip"
227752,"mdxpy"
227671,"types-aiobotocore-sqs"
227651,"pytest-cases"
227576,"invisible-watermark"
227572,"lcov-cobertura"
227550,"proxy-protocol"
227501,"aws-cdk-aws-apigateway"
227438,"logging-formatter-anticrlf"
227367,"types-aiobotocore-dynamodb"
227195,"django-two-factor-auth"
227069,"lsprotocol"
226908,"django-rq"
226835,"aliyun-python-sdk-r-kvstore"
226808,"mistletoe"
226472,"pyside2"
226441,"azure-cognitiveservices-speech"
226261,"pyannote-pipeline"
226136,"gekko"
226094,"python-semantic-release"
226036,"spark-expectations"
226004,"aws-cdk-aws-autoscaling"
225937,"json-stream-rs-tokenizer"
225918,"pyqtgraph"
225735,"flutils"
225590,"pypubsub"
225442,"attr"
225126,"django-object-actions"
224855,"functorch"
224830,"krb5"
224668,"mypy-boto3-sagemaker"
224642,"pyannote-audio"
224636,"clearml-agent"
224566,"uuid6"
224205,"mypy-boto3-ecs"
224182,"prettyprinter"
224179,"mypy-boto3-cognito-idp"
224072,"dvc-task"
223944,"cmsis-pack-manager"
223943,"aiven-client"
223670,"flask-testing"
223587,"strsimpy"
223554,"pyocd"
223541,"julius"
223403,"mmdet"
223300,"keras-tuner"
223147,"shiboken2"
223106,"transliterate"
223079,"firebase-functions"
222542,"auditwheel"
222541,"pysnyk"
222537,"pytest-incremental"
222531,"pandavro"
222528,"types-geoip2"
222375,"dvc-http"
222035,"persistent"
221954,"tensorflowjs"
221934,"mechanize"
221697,"oletools"
221613,"types-orjson"
221593,"cons"
221589,"contractions"
221476,"xbbg"
221325,"types-python-jose"
221215,"logical-unification"
221077,"pycollada"
221012,"pytest-datadir"
220980,"mmengine"
220890,"cssbeautifier"
220781,"ntgcalls"
220734,"pylint-celery"
220368,"pcodedmp"
220194,"etuples"
220176,"aws-cdk-aws-elasticloadbalancing"
220066,"aws-cdk-aws-ecs"
219984,"pylsqpack"
219965,"oic"
219955,"kazurator"
219865,"docstring-to-markdown"
219691,"anyscale"
219592,"dvc-studio-client"
219339,"supervision"
219296,"pygraphviz"
219152,"requests-oauth"
219020,"aws-cdk-aws-cloudfront"
218990,"minikanren"
218944,"pyqrcode"
218877,"pygls"
218586,"nmslib"
218512,"xopen"
218346,"spacy-transformers"
218040,"inflector"
217953,"sphinxcontrib-drawio"
217819,"drf-spectacular-sidecar"
217801,"langchain-google-genai"
217756,"msgpack-numpy"
217750,"python-lsp-server"
217559,"django-multiselectfield"
217542,"python-tds"
217532,"aws-cdk-aws-codebuild"
217479,"oci-cli"
217283,"google-analytics-admin"
217168,"munkres"
216903,"arxiv"
216791,"bzt"
216398,"python-apt"
216116,"pythainlp"
216104,"sphinxcontrib-httpdomain"
216059,"solc-select"
215936,"crewai"
215913,"sklearn-crfsuite"
215843,"entsoe-py"
215767,"django-crispy-bootstrap"
215703,"uuid7"
215689,"lineax"
215686,"visualdl"
215557,"accumulation-tree"
215423,"pytest-wake"
215349,"pytest-docker-tools"
215280,"docusign-esign"
215236,"dynamo-pandas"
215120,"evdev"
215053,"types-pycurl"
215049,"ansible-tower-cli"
214972,"diffrax"
214965,"httpx-ws"
214710,"apache-airflow-providers-hashicorp"
214680,"types-backports"
214604,"pdblp"
214522,"launchable"
214494,"apache-airflow-providers-apache-kafka"
214464,"pyudorandom"
214463,"aws-cdk-aws-route53-targets"
214224,"mypy-boto3-emr"
214067,"aioquic"
213995,"aws-cdk-aws-autoscaling-hooktargets"
213946,"btrees"
213870,"toml-sort"
213852,"aerospike"
213801,"gluonts"
213674,"distance"
213431,"apsw"
213431,"arthurai"
213362,"timeago"
213175,"stix2-patterns"
213009,"databricks-vectorsearch"
212985,"azure-iot-device"
212804,"ipwhois"
212785,"google-cloud-profiler"
212707,"django-autocomplete-light"
212686,"pygount"
212573,"gggdtparser"
212490,"python-debian"
212287,"feapder"
212224,"aws-cdk-aws-acmpca"
212198,"pyliquibase"
212077,"robocorp-vault"
212040,"turbopuffer"
211958,"optimistix"
211934,"aws-cdk-aws-codecommit"
211752,"openapi-core"
211701,"pymsalruntime"
211647,"django-json-widget"
211611,"simple-ddl-parser"
211483,"djangorestframework-xml"
211423,"hachoir"
211416,"ibm-db-sa"
211280,"aws-cdk-aws-servicediscovery"
211149,"dj-rest-auth"
210882,"pgsanity"
210730,"python-status"
210692,"flake8-return"
210590,"pyflux"
210453,"hdrpy"
210436,"msg-parser"
210320,"lintrunner"
210263,"model-index"
210171,"mailchimp3"
210105,"readability-lxml"
209919,"pyxll"
209858,"bioframe"
209839,"python-whois"
209829,"pyecharts"
209804,"intuit-oauth"
209773,"pyjwkest"
209702,"ldapdomaindump"
209563,"unstructured-pytesseract"
209506,"mkdocs-awesome-pages-plugin"
209459,"azureml-fsspec"
209127,"canmatrix"
209076,"dockerfile"
209068,"mypy-boto3-batch"
209046,"pyfcm"
209026,"mapclassify"
208946,"alchemy-mock"
208856,"django-structlog"
208683,"py-ecc"
208644,"statsig"
208604,"torchsummary"
208491,"websocket"
208464,"esp-idf-monitor"
208396,"pytest-selenium"
208367,"pyodps"
208343,"netapp-lib"
208139,"pandas-schema"
208122,"cartopy"
208116,"textsearch"
208108,"mdformat-tables"
207897,"python-jwt"
207871,"pyworld"
207777,"openmim"
207721,"python-helpscout-v2"
207564,"aws-cdk-aws-dynamodb"
207503,"json-rpc"
207468,"gto"
207451,"pennylane-lightning"
207180,"tf-nightly"
207068,"gurobipy"
207022,"itables"
206915,"ollama"
206891,"haystack-ai"
206726,"anywidget"
206687,"django-templated-mail"
206650,"beniget"
206645,"python-igraph"
206594,"robotframework-faker"
206397,"jaeger-client"
206217,"dagster-cloud-cli"
206169,"django-elasticsearch-dsl"
206121,"docker-image-py"
205977,"tatsu"
205931,"sqltrie"
205745,"robotframework-browser"
205624,"atlassian-jwt-auth"
205546,"coincurve"
205515,"mypy-boto3-sagemaker-runtime"
205397,"pytensor"
205300,"delayed-assert"
204878,"kopf"
204847,"lazy"
204761,"lxml-stubs"
204737,"threadloop"
204700,"snapshottest"
204649,"boto-session-manager"
204625,"paddlepaddle"
204585,"fairseq"
204566,"lightstep"
204539,"google-play-scraper"
204135,"pydantic-yaml"
203979,"pbspark"
203953,"flake8-rst-docstrings"
203894,"pynut3"
203815,"iterproxy"
203704,"promptflow-tools"
203596,"globus-compute-endpoint"
203544,"rstcheck-core"
203443,"mailchimp-marketing"
203429,"pyaescrypt"
203404,"compas"
203391,"httpagentparser"
203348,"drf-writable-nested"
203327,"awscli-local"
203310,"pycld2"
203266,"s3pathlib"
203256,"shillelagh"
203103,"django-admin-sortable2"
202810,"praat-parselmouth"
202745,"drf-extensions"
202571,"bootstrap-flask"
202366,"jsonseq"
202316,"types-enum34"
202304,"check-wheel-contents"
202155,"cpplint"
202147,"fastdownload"
202134,"robotframework-sshlibrary"
202006,"aws-cdk-aws-globalaccelerator"
201939,"dagster-slack"
201811,"wikipedia"
201799,"pyaml-env"
201746,"mozilla-django-oidc"
201723,"secure"
201709,"fab-classic"
201662,"markdown-inline-graphviz-extension"
201552,"prov"
201528,"nbmake"
201212,"scooch"
201120,"tensorflow-decision-forests"
201044,"gpytorch"
200982,"typeshed-client"
200713,"kaggle"
200651,"lancedb"
200467,"types-aiobotocore-lambda"
200348,"mdformat-gfm"
200327,"plyvel"
200312,"zope-proxy"
200249,"wagtail"
200040,"missingno"
199975,"pytest-reportportal"
199960,"dynamic-yaml"
199855,"azure-eventhub-checkpointstoreblob"
199598,"djangorestframework-camel-case"
199428,"fastdiff"
199209,"opensimplex"
199147,"magic-filter"
199135,"django-recaptcha"
199120,"better-profanity"
199074,"pymacaroons"
199035,"speedtest-cli"
199012,"td-client"
198965,"records"
198889,"django-nose"
198843,"actions-toolkit"
198755,"pycaret"
198740,"mkdocs-mermaid2-plugin"
198675,"types-aiobotocore-ec2"
198620,"pyproject-flake8"
198555,"tentaclio"
198396,"pyspark-stubs"
198294,"discord-webhook"
198271,"cmake-format"
198141,"jupyterthemes"
198029,"wtforms-json"
198017,"cookies"
197922,"promptflow-tracing"
197796,"image"
197692,"mypy-boto3-autoscaling"
197688,"segment-anything"
197296,"dodgy"
197292,"astpretty"
197138,"doc8"
196958,"verspec"
196669,"mypy-boto3-firehose"
196650,"tag-expressions"
196617,"awsiotpythonsdk"
196590,"filechunkio"
196417,"ldap"
196191,"xml-python"
196068,"pdoc3"
195980,"sagemaker-mlflow"
195937,"promptflow-core"
195928,"mkdocs-glightbox"
195854,"sphinx-togglebutton"
195685,"promptflow-devkit"
195652,"rerun-sdk"
195628,"binpacking"
195608,"mdformat"
195586,"radish-bdd"
195565,"dataflows-tabulator"
195561,"pyarmor"
195519,"paddleocr"
195510,"boost-histogram"
195394,"python-amazon-sp-api"
195342,"pyloudnorm"
195226,"rotary-embedding-torch"
195211,"opensearch-dsl"
195147,"django-autoslug"
194969,"geoip2-tools"
194876,"pyhs2"
194800,"types-aiobotocore-cloudformation"
194798,"types-aiobotocore-rds"
194574,"flask-debugtoolbar"
194129,"pytest-csv"
193922,"django-mathfilters"
193916,"easy-thumbnails"
193779,"pydoe"
193746,"esptool"
193676,"jax-jumpy"
193534,"pygltflib"
193469,"trie"
193310,"osmium"
193199,"twisted-iocpsupport"
193039,"zope-deferredimport"
192829,"onnxsim"
192737,"janome"
192721,"domain2idna"
192700,"versioningit"
192586,"sphinx-autoapi"
192453,"fugashi"
192394,"pytest-qt"
192373,"willow"
192363,"haproxy-stats"
192350,"airflow-code-editor"
192133,"rauth"
192045,"sanic-ext"
191861,"einx"
191834,"wasmer-compiler-cranelift"
191780,"streamlit-keyup"
191541,"pep562"
191538,"types-tensorflow"
191533,"types-boto3"
191522,"puremagic"
191471,"fuzzytm"
191222,"pyqtwebengine"
191032,"click-aliases"
190919,"iso-639"
190859,"sphinxcontrib-svg2pdfconverter"
190834,"django-modelcluster"
190796,"py-nillion-client"
190758,"pyjks"
190711,"terraform-compliance"
190699,"pycobertura"
190685,"keplergl"
190657,"lap"
190602,"businesstimedelta"
190415,"simpleitk"
190393,"tentaclio-s3"
190369,"mdformat-frontmatter"
190233,"deap"
190016,"cognitojwt"
189947,"canopen"
189681,"hist"
189504,"hl7"
189458,"vobject"
189206,"pytest-subprocess"
189162,"uhi"
189114,"bert-score"
189110,"nameof"
189107,"langfuse"
189106,"sphinx-prompt"
189033,"nevergrad"
188923,"pycld3"
188781,"scrubadub"
188730,"simpful"
188430,"fairlearn"
188357,"lm-eval"
188163,"dartsclone"
188117,"rawpy"
188092,"pyrepl"
188029,"pythran"
187838,"psycopg2-pool"
187746,"pyarango"
187735,"histoprint"
187641,"timedelta"
187295,"torchao"
187070,"pydocumentdb"
186937,"apache-flink"
186793,"aiohttp-jinja2"
186774,"cloudml-hypertune"
186747,"no-manylinux"
186552,"postgres"
186508,"dbt-clickhouse"
186463,"pypsrp"
186462,"flake8-string-format"
186348,"pdfminer"
186221,"pdoc"
186106,"chargebee"
186099,"google-cloud-filestore"
185948,"google-cloud-common"
185397,"sklearn-pandas"
185248,"stempeg"
185161,"gdal"
185090,"musdb"
185018,"museval"
184800,"pylogbeat"
184641,"postmarker"
184153,"py-markdown-table"
184037,"wikipedia-api"
183937,"google-cloud-dialogflow-cx"
183772,"pyte"
183671,"awsiotsdk"
183434,"datadogpy"
183388,"autowrapt"
183383,"django-colorful"
183377,"djangorestframework-csv"
183376,"dbt-athena-community"
183126,"globus-compute-sdk"
182996,"spotipy"
182929,"cppy"
182881,"selectolax"
182874,"pemja"
182381,"pymonet"
182319,"facebook-wda"
182287,"django-hijack"
182230,"doc-warden"
181951,"lambda-thread-pool"
181920,"synapseml"
181906,"opendatalab"
181868,"ansible-cached-lookup"
181845,"libusb1"
181788,"pyfunceble-dev"
181769,"ci-info"
181766,"django-money"
181766,"sphinxcontrib-napoleon"
181682,"pockets"
181672,"app-store-scraper"
181650,"etcd3"
181532,"jupyter-server-proxy"
181392,"langchain-cohere"
181330,"aws-lambda-typing"
181143,"systemd-python"
181097,"internetarchive"
181017,"git-python"
180922,"portion"
180898,"pytest-notebook"
180554,"mkdocs-include-markdown-plugin"
180439,"mkdocs-gen-files"
180244,"kivy-garden"
180069,"etelemetry"
179935,"kaldiio"
179902,"json2xml"
179682,"gitignore-parser"
179581,"spacy-alignments"
179549,"eccodes"
179522,"parsl"
179415,"simplekml"
179390,"mkdocs-redirects"
179310,"smartlingapisdk"
178623,"bingads"
178543,"apache-airflow-providers-apache-druid"
178373,"pyexecjs"
178274,"dagit"
178228,"mypy-boto3-cognito-identity"
178052,"captum"
177998,"utils"
177949,"modal"
177920,"pyasn"
177873,"robotframework-retryfailed"
177848,"python-tools-scripts"
177740,"robotframework-datadriver"
177641,"flask-bootstrap"
177529,"rdkit-pypi"
177489,"tendo"
177363,"dagster-celery-k8s"
177191,"oslo-concurrency"
177067,"zope-sqlalchemy"
176995,"pyserde"
176922,"microsoft-kiota-serialization-multipart"
176901,"grpc-requests"
176895,"microsoft-kiota-serialization-form"
176869,"inscriptis"
176741,"tensorflow-data-validation"
176735,"tailer"
176690,"stix2"
176654,"higher"
176368,"meteostat"
176196,"h2o-wave"
176163,"pandas-access"
176119,"ansicon"
176016,"pygelf"
175915,"pygresql"
175894,"gencove"
175652,"aliyun-python-sdk-alidns"
175604,"kivy"
175474,"pandoc"
175356,"opacus"
175322,"djoser"
174723,"coverage-badge"
174507,"goslate"
174499,"asdf-unit-schemas"
174384,"whatthepatch"
174351,"pylint-gitlab"
174270,"kt-legacy"
174210,"guppy3"
174118,"multiprocessing-logging"
174065,"flake8-use-fstring"
173933,"scikit-learn-extra"
173746,"cpuset-py3"
173655,"igv-notebook"
173608,"dbt-sqlserver"
173494,"wavefront-sdk-python"
173439,"jinxed"
173371,"apache-flink-libraries"
173366,"pycodestyle-magic"
173337,"nbval"
173271,"dagster-pandas"
173216,"django-webtest"
173124,"jacobi"
173087,"sanelogging"
173074,"aliyun-python-sdk-ecs"
173069,"python-gvm"
173019,"httpie-edgegrid"
172900,"zfit"
172834,"django-select2"
172792,"pwlf"
172758,"l18n"
172692,"secure-cookie"
172635,"zfit-interface"
172568,"pybit"
172550,"django-grappelli"
172546,"pykerberos"
172541,"mo-future"
172485,"azure-iot-hub"
171857,"theano"
171836,"pytest-retry"
171827,"distinctipy"
171813,"gspread-pandas"
171683,"ip2location"
171641,"first"
171613,"dagster-pyspark"
171555,"classify-imports"
171532,"oslo-messaging"
171439,"opentelemetry-instrumentation-openai"
171416,"yagmail"
171337,"osmnx"
171122,"metaphone"
171062,"agate-sql"
171000,"click-configfile"
170869,"deepmultilingualpunctuation"
170811,"pysnow"
170796,"pytest-remotedata"
170752,"urlobject"
170742,"crhelper"
170512,"pickle5"
170428,"zxcvbn"
170373,"flask-assets"
170367,"pymongocrypt"
170283,"kaldi-io"
170271,"durationpy"
170243,"pyraml-parser"
170173,"linear-operator"
170097,"filesplit"
170083,"prefect-github"
169977,"rockset"
169891,"dall-e"
169818,"sslyze"
169803,"openvino-dev"
169709,"pybreaker"
169673,"interpret-core"
169508,"pyexasol"
169493,"zmq"
169414,"python-logstash-async"
169368,"redfish"
169172,"django-jazzmin"
169111,"aiotask-context"
169084,"docstring-parser-fork"
169074,"hepstats"
169046,"bpemb"
169004,"os-client-config"
168928,"codegen"
168791,"traits"
168781,"nsxramlclient-py3"
168708,"npy-append-array"
168688,"dataclasses-avroschema"
168590,"mypy-boto3-ce"
168502,"sklearn2pmml"
168432,"rules"
168231,"aiohttp-socks"
168163,"databind"
168118,"hyper"
168039,"mypy-boto3-organizations"
167950,"pyautogen"
167859,"islpy"
167785,"func-args"
167729,"google-cloud-certificate-manager"
167675,"globus-compute-common"
167510,"case-converter"
167392,"azureml-train"
167252,"leancloud"
167217,"esprima"
167000,"vllm-flash-attn"
166900,"ngram"
166882,"django-migration-linter"
166836,"flair"
166806,"coola"
166744,"hf-transfer"
166589,"gvm-tools"
166442,"detect-delimiter"
166372,"cfnresponse"
166218,"langchain-aws"
166210,"django-allow-cidr"
166181,"patterns"
166154,"linear-tsv"
166089,"m2r2"
166062,"flask-apscheduler"
166008,"uptime"
165942,"pydictionary"
165868,"dbnd-spark"
165600,"salt-lint"
165355,"airflow-provider-fivetran"
165258,"tf-models-official"
165203,"pyreadstat"
164987,"serverless-wsgi"
164933,"flask-restplus"
164683,"dagster-shell"
164573,"objectpath"
164534,"virtualenvwrapper"
164511,"django-dirtyfields"
164481,"iteration-utilities"
164372,"pact-python"
164167,"objgraph"
164128,"torchcrepe"
164019,"types-openpyxl"
163951,"mypy-boto3-identitystore"
163918,"django-crum"
163917,"telepath"
163784,"sphinxext-opengraph"
163780,"imgtool"
163597,"prefect-docker"
163542,"pytest-vcr"
163320,"pudb"
163295,"google-cloud-appengine-admin"
163184,"futurist"
163003,"mypy-boto3-textract"
162823,"agate-excel"
162818,"icalevents"
162658,"geffnet"
162482,"pyftdi"
162324,"beanie"
162200,"django-htmx"
162113,"hmsclient"
162057,"pysnooper"
161924,"pyro4"
161770,"findlibs"
161754,"getmac"
161585,"pyfunctional"
161535,"openapi-python-client"
161415,"robotframework-selenium2library"
161358,"base64io"
161352,"agate-dbf"
161305,"phonetics"
161204,"jsonformatter"
161178,"simple-rest-client"
161166,"types-pyrfc3339"
161148,"jpholiday"
161119,"progressbar33"
161111,"pybluez"
161017,"nose-randomly"
160913,"sigtools"
160883,"python-terraform"
160732,"contentful"
160715,"mplcursors"
160475,"django-bootstrap4"
160341,"circus"
160199,"scikit-surprise"
160177,"djangorestframework-gis"
160173,"hmmlearn"
160057,"mohawk"
159979,"jc"
159977,"mkdocs-exclude"
159939,"pylama"
159878,"django-rest-knox"
159867,"graphyte"
159588,"robocorp"
159572,"autodocsumm"
159505,"aws-cdk-aws-redshift-alpha"
159327,"django-classy-tags"
159266,"genshi"
159184,"flake8-logging-format"
159054,"pytoml"
158816,"opentelemetry-semantic-conventions-ai"
158765,"facebook-sdk"
158761,"csscompressor"
158472,"adjust-precision-for-schema"
158437,"crytic-compile"
158359,"diagrams"
158255,"pytest-testrail"
158238,"meshio"
158230,"pylint-flask"
158189,"pyink"
158153,"marshmallow-jsonschema"
158067,"types-waitress"
158060,"dbt-duckdb"
158052,"mnemonic"
157985,"ipython-sql"
157878,"python-neutronclient"
157582,"mypy-boto3-resourcegroupstaggingapi"
157507,"ucsmsdk"
157423,"pyastronomy"
157419,"qiskit-aer"
157401,"fmpy"
157397,"scann"
157321,"yara-python"
157243,"jamo"
157219,"simpervisor"
157178,"hierarchical-conf"
157160,"rule-engine"
157079,"mkdocs-minify-plugin"
157035,"oschmod"
156968,"python-glanceclient"
156857,"alchemlyb"
156840,"pangres"
156732,"django-sslserver"
156668,"mypy-boto3-cloudfront"
156665,"asyncurban"
156635,"cnvrg"
156416,"pandas-flavor"
156353,"pdf2docx"
156328,"google-cloud-functions"
156287,"pytest-docker"
156278,"apache-superset"
156240,"mpi4py"
156038,"grain-nightly"
155986,"cupy-cuda12x"
155876,"json-spec"
155717,"acachecontrol"
155694,"mypy-boto3-dataexchange"
155670,"dramatiq"
155648,"apache-airflow-providers-jira"
155523,"types-pysftp"
155248,"mypy-boto3-opensearch"
155110,"grpcio-opentracing"
154994,"ics"
154973,"sparse-dot-topn"
154968,"neobolt"
154940,"ruamel-yaml-jinja2"
154768,"mypy-boto3-location"
154746,"calver"
154739,"copier"
154629,"securesystemslib"
154592,"mike"
154586,"booru"
154545,"pastypy"
154538,"mypy-boto3-pinpoint"
154491,"types-polib"
154432,"aliyun-python-sdk-core-v3"
154320,"okta-jwt-verifier"
154271,"target-jsonl"
154222,"pysingleton"
154165,"tensorrt"
154135,"duo-client"
154064,"ropwr"
154029,"psycopg-c"
154004,"lazy-model"
154001,"horovod"
153973,"json-schema-for-humans"
153918,"banal"
153866,"django-rest-auth"
153854,"html2image"
153565,"glpk"
153235,"types-itsdangerous"
153219,"ariadne"
153163,"serverlessrepo"
152997,"saspy"
152979,"types-pyaudio"
152970,"pyspark-test"
152967,"treelite"
152930,"rq-scheduler"
152730,"types-typed-ast"
152729,"opentelemetry-exporter-prometheus-remote-write"
152651,"segmentation-models-pytorch"
152626,"boruta"
152588,"ema-pytorch"
152583,"g2p-en"
152501,"pygrib"
152428,"mo-dots"
152149,"mypy-boto3-efs"
152125,"tabulator"
152085,"robotframework-tidy"
152036,"types-contextvars"
151845,"dynamic-rest"
151819,"mo-imports"
151752,"random-user-agent"
151711,"asyncer"
151579,"colour-runner"
151539,"local-attention"
151416,"mypy-boto3-cloudtrail"
151390,"gherkin-official"
151360,"anndata"
151233,"unicorn"
151139,"unicode-slugify"
151097,"argo-workflows"
151054,"aliyun-python-sdk-rds"
150989,"pykafka"
150834,"scylla-driver"
150801,"astral"
150771,"azure-ai-language-questionanswering"
150684,"azure-mgmt-automation"
150651,"pycognito"
150610,"azure-cognitiveservices-knowledge-qnamaker"
150583,"flask-bootstrap4"
150481,"pycountry-convert"
150443,"pyprctl"
150262,"mypy-boto3-bedrock"
150232,"pgdb"
150193,"multiplex"
150137,"easy-ansi"
150120,"dagster-spark"
150061,"djangorestframework-dataclasses"
150028,"pyts"
150020,"airflow-provider-great-expectations"
149989,"django-permissionedforms"
149955,"mypy-boto3-iot-data"
149914,"mypy-boto3-mwaa"
149877,"streamlit-extras"
149873,"types-flask-cors"
149835,"xlwings"
149792,"requests-ntlm2"
149791,"email"
149761,"cloudsearch"
149673,"nipype"
149570,"eth-bloom"
149490,"web-py"
149297,"xdoctest"
149278,"sccache"
149268,"zipcodes"
149099,"mypy-boto3-quicksight"
148993,"aiocontextvars"
148960,"petastorm"
148915,"cvss"
148872,"django-easy-select2"
148808,"supermercado"
148742,"types-regex"
148691,"py-evm"
148659,"neotime"
148625,"pystoi"
148584,"fonts"
148415,"databricks-feature-engineering"
148351,"pytest-testmon"
148303,"moz-sql-parser"
148261,"dagster-celery"
148205,"encoder"
148158,"azure-ai-language-conversations"
148139,"face-recognition"
147859,"basictracer"
147828,"jeedomdaemon"
147826,"mypy-boto3-elasticache"
147819,"opennsfw2"
147755,"collate-sqllineage"
147722,"oslo-db"
147714,"rootpath"
147675,"webvtt-py"
147506,"asn1"
147472,"springserve"
147458,"requests-gssapi"
147393,"cloud-tpu-diagnostics"
147390,"multiping"
147372,"mypy-boto3-apigatewayv2"
147357,"mkdocs-section-index"
147312,"pydoop"
147301,"mypy-boto3-kafka"
147231,"tkinterdnd2"
147157,"stable-baselines3"
147134,"lightning-fabric"
147044,"mypy-boto3-application-autoscaling"
147011,"pytest-reportlog"
146974,"salib"
146890,"robocorp-tasks"
146824,"antsibull-changelog"
146775,"plotbin"
146660,"jinja2-ansible-filters"
146600,"loess"
146597,"mm"
146470,"djangosaml2"
146322,"lizard"
146289,"conda"
146177,"mypy-boto3-codebuild"
146169,"google-oauth2-tool"
146158,"pytools"
146090,"solace-pubsubplus"
146056,"sahi"
146039,"efficientnet-pytorch"
145936,"pybboxes"
145928,"types-aiobotocore-route53"
145916,"pip-install-test"
145878,"nox-poetry"
145861,"aioprocessing"
145804,"apache-libcloud"
145769,"types-aiobotocore-elbv2"
145754,"workadays"
145715,"types-aiobotocore-acm"
145673,"types-atomicwrites"
145519,"docx"
145366,"mypy-boto3-translate"
145263,"apache-airflow-providers-sendgrid"
145136,"celery-redbeat"
145123,"pyexcelerate"
145067,"yolov5"
144928,"mypy-boto3-transfer"
144866,"mypy-boto3-bedrock-runtime"
144804,"milvus-lite"
144661,"splink"
144532,"deepdiff6"
144529,"mypy-boto3-scheduler"
144485,"better-exceptions"
144455,"robocorp-log"
144291,"nanobind"
144288,"brazilnum"
144275,"exhale"
144147,"mypy-boto3-ec2-instance-connect"
144062,"aspy-yaml"
143888,"python-openid"
143875,"simple-term-menu"
143870,"mypy-boto3-ebs"
143625,"art"
143619,"font-roboto"
143516,"mypy-boto3-emr-containers"
143293,"wrapt-timeout-decorator"
143191,"warlock"
143131,"mypy-boto3-sesv2"
143111,"robotframework-assertion-engine"
143013,"mypy-boto3-rds-data"
142943,"mypy-boto3-codepipeline"
142916,"git-pylint-commit-hook"
142907,"sudachidict-full"
142885,"validator-collection"
142873,"mypy-boto3-apigatewaymanagementapi"
142796,"botorch"
142773,"types-aiobotocore-iam"
142765,"mypy-boto3-transcribe"
142760,"fs-gcsfs"
142749,"pytest-print"
142697,"click-completion"
142695,"pykml"
142692,"pybind11-global"
142652,"sseclient"
142575,"casadi"
142460,"mypy-boto3-es"
142450,"feedgen"
142450,"ffn"
142427,"pip-autoremove"
142349,"extra-streamlit-components"
142328,"mypy-boto3-iot"
142301,"mypy-boto3-dlm"
142226,"mypy-boto3-synthetics"
142177,"amplitude-analytics"
142166,"pytapo"
142143,"datetime-quarter"
141993,"mypy-boto3-acm"
141827,"ptable"
141816,"mypy-boto3-codeartifact"
141751,"robocorp-workitems"
141667,"pystac-client"
141601,"cfscrape"
141563,"splinter"
141473,"langchain-groq"
