download_count,project
1005276,"semgrep"
1005073,"credstash"
1004807,"ml-collections"
1004136,"griffe"
1003230,"polib"
1002690,"backports-entry-points-selectable"
1002233,"pdfplumber"
1001889,"crccheck"
1001074,"sqlmodel"
1000889,"pytest-assume"
1000525,"ecs-logging"
998056,"mlserver"
993226,"premailer"
991388,"pamqp"
989131,"spdx-tools"
987851,"aws-cdk-aws-lambda-python-alpha"
987719,"onnxconverter-common"
985260,"tdqm"
983544,"daphne"
983478,"cmaes"
982152,"aliyun-python-sdk-core"
980874,"opentelemetry-instrumentation-redis"
980433,"unearth"
980139,"dbt-databricks"
980048,"types-pillow"
979344,"thefuzz"
977426,"flask-httpauth"
977089,"aws-lambda-builders"
977064,"types-paramiko"
976719,"skl2onnx"
975257,"openxlab"
975157,"odfpy"
974967,"bc-python-hcl2"
973532,"html-testrunner"
973282,"pure-sasl"
972408,"elastic-apm"
971812,"gprof2dot"
971722,"httpstan"
970061,"opentelemetry-instrumentation-botocore"
967034,"xmlsec"
966915,"soxr"
966317,"mongomock"
966250,"dateformat"
965930,"googletrans"
962765,"social-auth-core"
961478,"ckzg"
958172,"peppercorn"
955278,"googlemaps"
953859,"unstructured-client"
950669,"pylint-django"
949239,"types-pygments"
948397,"django-stubs-ext"
947261,"django-stubs"
946957,"prefixed"
946794,"speechrecognition"
946406,"dbt-redshift"
945557,"autobahn"
945380,"policy-sentry"
942684,"oslo-utils"
941870,"mongoengine"
941093,"pytest-random-order"
939488,"jsonmerge"
939378,"google-generativeai"
938583,"pint"
936471,"ndjson"
935477,"colorclass"
933637,"html-text"
933333,"cloudsplaining"
931329,"singleton-decorator"
930752,"bazel-runfiles"
930649,"dash-bootstrap-components"
930522,"pycep-parser"
930093,"socksio"
930066,"python-logging-loki"
929339,"rouge-score"
929289,"msgraph-core"
928157,"tensorflow-addons"
928151,"django-ipware"
925700,"django-phonenumber-field"
925353,"pdm"
922791,"unstructured"
920628,"open3d"
919192,"pyclipper"
917837,"hubspot-api-client"
917488,"paste"
912830,"bc-jsonpath-ng"
912433,"libretranslatepy"
910714,"genson"
910218,"chispa"
909382,"ibm-db"
906589,"typish"
906580,"pymc3"
906469,"mypy-boto3-kinesis"
906273,"intelhex"
905746,"vcrpy"
905655,"astronomer-cosmos"
904488,"rfc3987"
903881,"easydict"
902742,"setuptools-git-versioning"
902576,"strawberry-graphql"
901489,"ghapi"
901352,"google-ai-generativelanguage"
901238,"translate"
900007,"mypy-boto3-ecr"
897788,"tecton"
896435,"jsonpath-rw"
894728,"clang-format"
893936,"mypy-boto3-stepfunctions"
892718,"pulp"
892290,"troposphere"
890003,"reactivex"
887783,"pinecone-client"
887406,"flask-socketio"
887019,"enrich"
886295,"opsgenie-sdk"
885878,"findpython"
882610,"grpclib"
879856,"pywinpty"
879466,"crypto"
878604,"deprecat"
878052,"tempora"
877068,"google-analytics-data"
876311,"azureml-dataset-runtime"
875873,"pynumdiff"
874007,"smmap2"
872856,"zstd"
872259,"dependency-injector"
870936,"prometheus-api-client"
870725,"codespell"
870143,"mypy-boto3-apigateway"
868101,"zope-deprecation"
867538,"zeroconf"
867280,"jenkinsapi"
867267,"flake8-comprehensions"
863047,"watchgod"
862615,"bz2file"
861411,"theano-pymc"
861247,"k8"
859380,"molecule"
859342,"prefect"
858992,"ansicolors"
858626,"tensorflow-model-optimization"
858494,"versioneer"
854854,"collections-extended"
854227,"soda-core-spark"
853981,"sampleproject"
853626,"aioresponses"
852988,"patch-ng"
851694,"piexif"
851297,"msoffcrypto-tool"
850638,"types-simplejson"
849907,"pymatgen"
848210,"python-can"
848187,"js2py"
847768,"lightning"
847546,"sphinxcontrib-mermaid"
846957,"oci"
846761,"truststore"
846645,"lunardate"
845313,"zthreading"
844838,"oslo-config"
844563,"weaviate-client"
843798,"avro-gen"
843178,"jsonargparse"
842543,"contextvars"
842244,"mlflow-watsonml"
842052,"retry-decorator"
841445,"pulumi"
841244,"blosc2"
841212,"lark-parser"
841165,"python-certifi-win32"
840448,"keystoneauth1"
839066,"pulsar-client"
838164,"cherrypy"
838109,"graphlib-backport"
837603,"opentelemetry-instrumentation-aws-lambda"
836888,"flask-admin"
836436,"pylru"
836360,"easyprocess"
834804,"azure-storage-nspkg"
833670,"jupyter-ydoc"
832897,"jupyter-server-fileid"
831265,"python-xlib"
829989,"kaitaistruct"
829733,"mockito"
829433,"prefect-aws"
828679,"pydata-sphinx-theme"
827357,"y-py"
826228,"jupyter-server-ydoc"
825779,"pathtools"
823016,"pipelinewise-singer-python"
822793,"apache-airflow-providers-redis"
822641,"hishel"
822380,"linecache2"
821726,"pymisp"
820748,"strict-rfc3339"
820133,"ypy-websocket"
819989,"soda-core-spark-df"
818842,"prospector"
818617,"doit"
818594,"dep-logic"
817125,"mypy-boto3-schemas"
816967,"mypy-boto3-xray"
816600,"django-js-asset"
816195,"torchtext"
816129,"mypy-boto3-signer"
815954,"pygobject"
812498,"facexlib"
812457,"jaraco-text"
812089,"random-password-generator"
811764,"igraph"
810302,"pysmb"
809373,"pytest-subtests"
809076,"nose2"
808357,"google-cloud-error-reporting"
806596,"checkdigit"
806567,"biopython"
806041,"dogpile-cache"
803449,"prometheus-fastapi-instrumentator"
802130,"hdbscan"
802013,"pyu2f"
801494,"hnswlib"
801216,"ptpython"
800846,"textwrap3"
800829,"portend"
800782,"pybase64"
800322,"traceback2"
799244,"azure-ai-formrecognizer"
798469,"pysimplegui"
797600,"alive-progress"
797155,"aio-pika"
797153,"jaraco-collections"
796458,"svglib"
796280,"arch"
796176,"palettable"
795921,"flask-bcrypt"
795159,"mss"
794497,"pandas-profiling"
794255,"gym-notices"
794168,"property-cached"
793037,"scikit-optimize"
791644,"scenedetect"
791211,"opentelemetry-propagator-b3"
791095,"sshpubkeys"
790099,"clipboard"
790057,"sqlfluff-templater-dbt"
789707,"aiormq"
789001,"jsons"
788482,"func-timeout"
787561,"types-markupsafe"
787392,"types-jinja2"
785560,"simplegeneric"
784532,"fusepy"
784288,"hashids"
784229,"geoalchemy2"
783740,"swifter"
781058,"types-freezegun"
780316,"xlutils"
779999,"iterative-telemetry"
779186,"bitstruct"
778453,"autocommand"
778273,"ansiwrap"
778021,"sanic"
777662,"maturin"
777148,"dataproperty"
775527,"about-time"
775179,"sphinx-argparse"
775151,"hypercorn"
774875,"python-lsp-jsonrpc"
774016,"arabic-reshaper"
773438,"llama-index"
773281,"social-auth-app-django"
772858,"types-jsonschema"
770104,"attrdict"
769405,"python-graphql-client"
769399,"jinja2-cli"
768637,"channels-redis"
768484,"pyscreeze"
767757,"git-remote-codecommit"
766403,"opentelemetry-instrumentation-sqlite3"
766076,"oslo-i18n"
765852,"suds-jurko"
765842,"aliyun-python-sdk-kms"
765679,"clarabel"
764725,"yarg"
763933,"cdk-nag"
762615,"pbs-installer"
759981,"aws-secretsmanager-caching"
758067,"latexcodec"
757590,"pep8"
756606,"types-tabulate"
756601,"versioneer-518"
755803,"python-miio"
755399,"icalendar"
754691,"pybtex"
753563,"mltable"
751854,"functools32"
751782,"presto-python-client"
749912,"shyaml"
749176,"teradatasqlalchemy"
748738,"netsuitesdk"
748549,"riot"
747572,"pytablewriter"
745987,"multipart"
745625,"sqlalchemy2-stubs"
745110,"embedding-reader"
743323,"setuptools-scm-git-archive"
743163,"rpaframework-core"
742762,"tabledata"
741374,"apache-airflow-providers-jdbc"
740306,"tcolorpy"
739481,"qudida"
738847,"pyautogui"
737415,"azureml-pipeline-core"
737056,"oslo-serialization"
735776,"kornia-rs"
734398,"pipreqs"
734139,"ibm-cloud-sdk-core"
733786,"anyascii"
732233,"treelib"
731962,"dpkt"
731950,"simplefix"
731661,"graphitesend"
730551,"fbprophet"
730418,"mangum"
729382,"tableau-api-lib"
729177,"textdistance"
728153,"types-dataclasses"
727218,"tree-sitter"
726465,"pyscaffold"
724870,"patchelf"
724001,"urwid"
723707,"pyserial-asyncio"
721341,"betterproto"
720358,"backports-shutil-get-terminal-size"
720205,"microsoft-kiota-abstractions"
718491,"tensorflowonspark"
718476,"cohere"
717786,"pyahocorasick"
717739,"opentelemetry-instrumentation-jinja2"
716399,"rope"
716264,"pywinrm"
714820,"pyiceberg"
714544,"opentelemetry-instrumentation-httpx"
714377,"django-allauth"
714002,"mypy-boto3-appconfig"
712589,"flake8-polyfill"
711815,"apache-airflow-providers-github"
711082,"fugue"
710797,"mkdocstrings"
710655,"torchdiffeq"
708749,"furo"
707951,"awsebcli"
707262,"nameparser"
707150,"xattr"
706725,"aiogram"
706497,"github3-py"
705940,"optimum"
704746,"sphinx-autobuild"
704621,"types-deprecated"
704200,"pytweening"
703862,"flask-talisman"
703765,"logz"
702417,"gender-guesser"
702380,"wand"
702350,"clang"
700340,"jinja2-simple-tags"
699852,"pytest-socket"
699489,"jsonpath"
698778,"backports-cached-property"
697119,"eyes-selenium"
697053,"mkdocs-autorefs"
696152,"memray"
696103,"numpy-financial"
695979,"pyrect"
695030,"torch-model-archiver"
694945,"eyes-common"
694913,"distribute"
694606,"pygetwindow"
694228,"backports-csv"
693306,"microsoft-kiota-http"
692391,"datadog-logger"
691889,"pyhanko-certvalidator"
691234,"descartes"
691100,"google-cloud-trace"
690566,"triad"
689570,"microsoft-kiota-authentication-azure"
689134,"quinn"
689103,"google-cloud-pipeline-components"
688828,"azureml-train-core"
688724,"flake8-builtins"
688664,"tfx-bsl"
687954,"sentinels"
687784,"evidently"
687584,"clean-fid"
686644,"core-universal"
686073,"std-uritemplate"
685659,"xhtml2pdf"
684241,"breathe"
683548,"pyapacheatlas"
683258,"formulaic"
682860,"uncertainties"
681688,"pytest-parallel"
680959,"datacompy"
679687,"icdiff"
679679,"livy"
679541,"mouseinfo"
678818,"coveralls"
678125,"p4python"
675769,"workalendar"
675664,"bezier"
672933,"pymsgbox"
672184,"pyorc"
671504,"sumy"
671177,"pythonnet"
671130,"looseversion"
670123,"uptime-kuma-api"
669960,"delta"
669705,"types-ujson"
669390,"repoze-lru"
669305,"envyaml"
668202,"azureml-train-restclients-hyperdrive"
667881,"probableparsing"
667575,"resize-right"
667228,"recommonmark"
665985,"jinjasql"
665882,"gcovr"
664882,"intervaltree"
664612,"cibuildwheel"
664382,"adagio"
663452,"tensorflow-cpu"
663022,"ratelimiter"
662918,"log-symbols"
662597,"dagster"
662451,"auth0-python"
661865,"spinners"
661724,"debtcollector"
658758,"publish-event-sns"
658413,"opencensus-ext-requests"
658336,"gnureadline"
657869,"pykakasi"
657681,"gevent-websocket"
657500,"mmhash3"
656416,"crc32c"
654732,"gslides"
654172,"sktime"
653753,"stepfunctions"
652887,"lucopy"
652162,"flake8-print"
650703,"types-pyserial"
649457,"java-manifest"
649362,"jaxtyping"
648796,"pythran-openblas"
648676,"azureml-train-automl-client"
648021,"pyairtable"
647963,"pyspark-dist-explore"
646778,"spark-sklearn"
646089,"fvcore"
645493,"django-oauth-toolkit"
644709,"flake8-isort"
644690,"flask-marshmallow"
644537,"jiwer"
644036,"python-memcached"
642822,"os-service-types"
641168,"usaddress"
640912,"oss2"
640221,"xmodem"
639969,"pyunormalize"
639941,"lifelines"
639395,"arnparse"
639193,"sparqlwrapper"
639156,"types-decorator"
639143,"flatdict"
638303,"pytest-dotenv"
638141,"pyshp"
637630,"python-iso639"
637469,"pyobjc-core"
636912,"autofaiss"
636523,"mleap"
636168,"pyrtf3"
636061,"types-retry"
635625,"aiocsv"
634906,"clr-loader"
634163,"pip-requirements-parser"
634153,"pyawscron"
633530,"publicsuffixlist"
633432,"sqllineage"
632070,"coremltools"
631929,"bumpversion"
631594,"singer-python"
631591,"yarn-api-client"
631375,"selinux"
631142,"ulid-py"
631112,"azureml-automl-core"
630291,"azureml-pipeline-steps"
630230,"tzfpy"
629558,"fasttext-langdetect"
629345,"tensorflow-transform"
628954,"pytest-dependency"
627828,"pynag"
625512,"spandrel"
625501,"rpaframework-pdf"
625408,"uplink"
625302,"frictionless"
624970,"llama-index-core"
624490,"types-futures"
624132,"janus"
623906,"unittest2"
622959,"rstr"
622825,"pantab"
622445,"rpaframework"
621814,"types-html5lib"
621717,"types-psycopg2"
620913,"pyston"
620815,"pyston-autoload"
620785,"msgpack-python"
620772,"salesforce-fuelsdk"
620154,"interface-meta"
619264,"webtest"
618597,"docx2txt"
617673,"rtoml"
617270,"apache-airflow-providers-celery"
617265,"crayons"
617142,"mypy-boto3-ssm"
616844,"ipyparallel"
615889,"imblearn"
615503,"numpydoc"
614755,"flake8-black"
614568,"python-fsutil"
614529,"pytube"
614392,"gpustat"
613192,"throttlex"
613180,"streamerate"
612959,"openlineage-sql"
611509,"utm"
611187,"tsx"
611022,"sparkorm"
610412,"polyline"
610184,"restrictedpython"
609225,"azure-mgmt-resourcegraph"
608985,"testtools"
608848,"python-benedict"
608774,"apache-airflow-providers-odbc"
608035,"jsonpath-python"
607538,"zha-quirks"
607491,"litellm"
606824,"zigpy-deconz"
606442,"zigpy-xbee"
604066,"mecab-python3"
603473,"readthedocs-sphinx-ext"
602345,"zigpy-znp"
601730,"line-profiler"
599885,"joserfc"
599875,"pillow-heif"
598873,"safety-schemas"
598710,"prance"
597857,"flatten-dict"
596377,"update-checker"
596009,"logzero"
595929,"nbsphinx"
595596,"anyconfig"
594515,"codecov"
594144,"minidump"
594140,"argh"
593934,"apache-airflow-providers-mongo"
593265,"segment-analytics-python"
593052,"dotmap"
592984,"bellows"
592088,"pgvector"
591682,"datamodel-code-generator"
591464,"replicate"
588362,"beautifulsoup"
588139,"statsforecast"
586244,"seleniumbase"
585682,"lightfm"
585500,"django-otp"
585481,"colorzero"
585414,"python-keystoneclient"
584541,"gpiozero"
584447,"pytest-testinfra"
583766,"flit"
582893,"mysql"
582486,"azureml-pipeline"
582257,"wmi"
581770,"pismosendlogs"
580716,"flake8-import-order"
580389,"rpy2"
580224,"openstacksdk"
579273,"azureml-featurestore"
578506,"sphinxcontrib-websupport"
577446,"sparse"
577380,"databricks-feature-store"
576923,"webrtcvad-wheels"
575900,"pastedeploy"
574742,"rjsmin"
574705,"okta"
574545,"slacker"
574449,"django-widget-tweaks"
573331,"discord-py"
573100,"ratelim"
572942,"geocoder"
572173,"clickhouse-sqlalchemy"
571558,"suds-py3"
571304,"types-click"
570739,"formic2"
569697,"pysbd"
568834,"livereload"
568643,"sphinx-basic-ng"
568592,"h5netcdf"
567874,"python-keycloak"
567481,"polling2"
567036,"typing-utils"
566782,"cvdupdate"
566104,"pytorch-metric-learning"
565826,"pluginbase"
565067,"pysaml2"
564708,"extract-msg"
564593,"django-csp"
564530,"slack-bolt"
564437,"stomp-py"
563808,"djangorestframework-stubs"
563733,"progress"
563353,"htmldocx"
562832,"halo"
560860,"litestar"
560147,"ibm-watson-machine-learning"
559459,"pyminizip"
558534,"python3-logstash"
557892,"rpyc"
556810,"torchbiggraph"
556382,"pydruid"
556207,"django-health-check"
555998,"pyobjc-framework-quartz"
555837,"sparkmeasure"
555032,"dvclive"
554547,"pip-api"
553721,"types-colorama"
553596,"django-countries"
553118,"junit2html"
552713,"django-ses"
551958,"imapclient"
551848,"azureml-sdk"
551436,"imutils"
551056,"xmod"
550961,"jupytext"
550774,"importlib"
550237,"crispy-bootstrap5"
550083,"jupyter-packaging"
549995,"editor"
549032,"anybadge"
548263,"django-taggit"
548061,"runs"
546980,"httpretty"
546874,"robotframework-seleniumtestability"
545346,"pyod"
545334,"accessible-pygments"
545311,"pytest-localserver"
545186,"shrub-py"
545182,"suds-community"
545080,"zarr"
544471,"argparse-addons"
543230,"splunk-sdk"
542736,"kedro"
541351,"sanic-routing"
541327,"sse-starlette"
541197,"pathlib-mate"
541008,"django-picklefield"
540707,"rangehttpserver"
540323,"detect-secrets"
539874,"types-psutil"
539713,"types-markdown"
539591,"django-anymail"
539447,"iso3166"
539304,"django-silk"
539086,"autograd-gamma"
538498,"textparser"
537628,"imath"
537203,"fastcluster"
536566,"giturlparse"
536376,"bson"
535895,"dagster-pipes"
535534,"certbot"
535339,"pyobjc-framework-cocoa"
534722,"publicsuffix2"
534525,"fcm-django"
533716,"cchardet"
533416,"jupyter-highlight-selected-word"
533205,"lkml"
533183,"mxnet"
532231,"impyla"
532076,"pytelegrambotapi"
531758,"phonenumberslite"
530993,"jupyter-nbextensions-configurator"
530452,"backports-ssl-match-hostname"
530376,"hydra-colorlog"
529951,"ndindex"
529792,"gym"
529247,"splunk-handler"
528627,"cursor"
528545,"apache-airflow-providers-apache-spark"
528541,"mlxtend"
528541,"marko"
528450,"imagecodecs"
528255,"requests-kerberos"
528148,"google-cloud-os-config"
527904,"dagster-postgres"
527370,"fairscale"
526765,"editorconfig"
526438,"pandas-datareader"
526389,"quart"
525174,"microsoft-kiota-serialization-json"
524725,"asyncstdlib"
524376,"pyobjc"
524373,"ddt"
522818,"spotinst-agent"
522528,"ajsonrpc"
521482,"jinja2-pluralize"
520655,"elasticsearch-dbapi"
520648,"algoliasearch"
520600,"pattern"
520231,"openapi-schema-pydantic"
520143,"kconfiglib"
519812,"microsoft-kiota-serialization-text"
519534,"types-werkzeug"
519332,"robocorp-storage"
519022,"pymilvus"
517602,"pytest-httpserver"
517513,"tbats"
517373,"circuitbreaker"
517247,"west"
517057,"types-aiobotocore"
517056,"scikit-base"
516346,"graypy"
515832,"jstyleson"
515788,"yattag"
515779,"arpeggio"
515697,"pynput-robocorp-fork"
515608,"pytest-azurepipelines"
515458,"azure-eventhub-checkpointstoreblob-aio"
515367,"codetiming"
515262,"java-access-bridge-wrapper"
515172,"striprtf"
515148,"albucore"
513690,"drf-nested-routers"
513616,"pyjsparser"
513518,"autofaker"
513483,"dirtyjson"
513252,"luigi"
512931,"apprise"
512760,"gymnasium"
512662,"libsass"
512235,"propka"
511973,"mmcif-pdbx"
511912,"pdb2pqr"
510946,"django-mptt"
510118,"rcssmin"
509907,"awscliv2"
509711,"opentelemetry-instrumentation-kafka-python"
509116,"dict2xml"
508853,"requestsexceptions"
508657,"grapheme"
508289,"numcodecs"
508200,"dateutils"
507847,"ctranslate2"
507659,"dotnetcore2"
507646,"mistralai"
507562,"validate-email"
507315,"flake8-eradicate"
506943,"pygtrie"
506683,"panel"
506469,"google-cloud-org-policy"
505657,"macholib"
504016,"types-pymysql"
503251,"keyrings-alt"
502450,"port-for"
502440,"jplephem"
502439,"pyobjc-framework-coreservices"
502389,"colored"
501718,"types-aiofiles"
501654,"textstat"
501115,"justext"
500965,"tinydb"
500271,"usd-core"
500162,"authcaptureproxy"
499563,"snowflake"
499212,"opentelemetry-instrumentation-celery"
498223,"msgraph-sdk"
498017,"case-conversion"
497971,"backports-abc"
497962,"pyjarowinkler"
497844,"pyobjc-framework-addressbook"
497022,"pyobjc-framework-automator"
496962,"pyobjc-framework-exceptionhandling"
496863,"pytenable"
496674,"langchain-experimental"
496222,"databases"
495492,"pyobjc-framework-launchservices"
494641,"exchange-calendars"
494294,"types-certifi"
494288,"pydeprecate"
494270,"pyobjc-framework-osakit"
494122,"neptune-client"
494117,"pymongo-auth-aws"
493637,"executor"
492236,"google-cloud-iam"
491978,"tinysegmenter"
491855,"grpc-stubs"
491607,"easing-functions"
490881,"pyobjc-framework-fsevents"
490506,"venusian"
490211,"yaql"
490122,"falcon"
489941,"opentelemetry-exporter-prometheus"
489554,"jsonfield"
488778,"param"
488330,"symspellpy"
487811,"python-ulid"
487755,"geomdl"
487594,"pyobjc-framework-coremedia"
487486,"nulltype"
487456,"requests-pkcs12"
486761,"pyobjc-framework-avfoundation"
486689,"pyobjc-framework-screensaver"
486170,"pyobjc-framework-searchkit"
485910,"pyobjc-framework-syncservices"
485815,"decord"
485634,"pyobjc-framework-servicemanagement"
485531,"streamlit-aggrid"
485267,"pyobjc-framework-eventkit"
485137,"pyobjc-framework-coreml"
484697,"jsbeautifier"
484628,"alexapy"
484613,"pyobjc-framework-notificationcenter"
484573,"json2html"
484453,"pyobjc-framework-instantmessage"
484369,"pyobjc-framework-corewlan"
484249,"pyobjc-framework-accounts"
484195,"model-bakery"
483845,"pyobjc-framework-coremediaio"
483831,"pyobjc-framework-avkit"
483775,"pyobjc-framework-dictionaryservices"
483623,"pyobjc-framework-multipeerconnectivity"
483377,"django-prometheus"
483357,"pyobjc-framework-netfs"
483257,"pyobjc-framework-findersync"
483194,"sgp4"
483155,"pyobjc-framework-naturallanguage"
482907,"pyobjc-framework-network"
482741,"coolname"
482409,"apache-airflow-providers-oracle"
481462,"dagster-aws"
481428,"types-beautifulsoup4"
481217,"natto-py"
480939,"vulture"
480909,"cloudscraper"
480329,"numpy-quaternion"
480261,"cvxopt"
480180,"swagger-spec-validator"
479682,"zenpy"
479210,"zipfile36"
478631,"nibabel"
478552,"markuppy"
478491,"transitions"
478134,"poyo"
477468,"roundrobin"
477226,"pytest-deadfixtures"
477007,"python-ipware"
476992,"py-grpc-prometheus"
476801,"eradicate"
476088,"torch-geometric"
475995,"tyro"
474947,"django-compressor"
474009,"patool"
473823,"httpie"
472816,"apache-airflow-providers-pagerduty"
472405,"flask-mail"
472191,"astropy-iers-data"
472076,"confuse"
471893,"tink"
471361,"azure-schemaregistry"
471344,"aiostream"
471233,"import-deps"
470807,"types-tqdm"
470742,"tcod"
470687,"json-logging"
470459,"regress"
469253,"mail-parser"
468900,"pytest-aiohttp"
468200,"infi-systray"
468112,"aiopg"
467813,"maybe-else"
467652,"nanoid"
467389,"pysubtypes"
467379,"pathmagic"
467241,"pymiscutils"
467220,"gtts"
467031,"pyiotools"
466968,"wurlitzer"
466915,"josepy"
466794,"prettierfier"
466504,"backports-datetime-fromisoformat"
465961,"extras"
465591,"django-braces"
465441,"newspaper3k"
465232,"opentelemetry-instrumentation-pika"
465076,"htmllistparse"
464676,"sphinx-tabs"
464668,"xmljson"
464593,"asgi-lifespan"
464359,"nutter"
464183,"pytype"
463635,"office365"
463630,"skyfield"
462819,"types-pkg-resources"
462606,"mypy-boto3-dms"
462280,"django-auth-ldap"
462121,"pusher"
462035,"pip-check"
461855,"flake8-pyproject"
461738,"sttable"
460807,"pydrive2"
460722,"flask-basicauth"
460697,"sk-dist"
460197,"pyrogram"
460117,"sharepy"
459984,"asyncache"
458264,"dbx"
458168,"deepspeed"
457547,"textile"
457344,"robotframework-jsonlibrary"
457300,"jsonpath-rw-ext"
456550,"mirakuru"
456457,"basicsr"
455936,"flake8-quotes"
455285,"starlette-context"
454948,"pem"
454820,"opentelemetry-instrumentation-starlette"
454576,"types-croniter"
453315,"chia-rs"
452336,"opentelemetry-instrumentation-asyncpg"
451303,"rarfile"
451241,"pyupgrade"
449824,"apache-airflow-providers-tableau"
449250,"farama-notifications"
449120,"aws-cdk-aws-glue-alpha"
449068,"ccxt"
449052,"tk"
447529,"plaid-python"
447486,"expecttest"
447142,"awacs"
446822,"leb128"
445974,"datadog-lambda"
445849,"apache-airflow-providers-atlassian-jira"
445661,"presidio-analyzer"
445047,"blendmodes"
444837,"asgi-correlation-id"
444393,"llama-index-agent-openai"
443890,"fastapi-utils"
442778,"pyvim"
442375,"zipfile-deflate64"
441752,"a2wsgi"
440885,"radon"
440368,"tox-gh-actions"
440024,"opentelemetry-instrumentation-sklearn"
439814,"dagster-graphql"
439526,"molecule-plugins"
439301,"mando"
439082,"numdifftools"
438238,"whoosh"
437842,"apache-airflow-providers-docker"
437660,"whylogs"
437388,"hupper"
437121,"colorcet"
436973,"databricks-pypi-extras"
436890,"entrypoint2"
436676,"cement"
435041,"opentelemetry-instrumentation-pymongo"
434896,"opencv-contrib-python-headless"
434286,"parver"
433998,"tomesd"
433099,"tf-estimator-nightly"
432884,"llama-index-readers-file"
432842,"llama-index-llms-openai"
432156,"nested-lookup"
431202,"aiomysql"
430660,"progressbar"
430264,"bayesian-optimization"
429472,"pytest-icdiff"
428779,"zope-component"
428341,"django-formtools"
428067,"pandarallel"
428060,"ase"
427978,"couchbase"
427938,"flask-swagger-ui"
427576,"types-chardet"
427386,"chiavdf"
426295,"types-flask"
426151,"python-dynamodb-lock"
425410,"scons"
424339,"pyobjc-framework-applicationservices"
424145,"chiabip158"
424048,"pytest-ansible"
423894,"robotframework-stacktrace"
423550,"pip-audit"
423459,"chiapos"
422579,"tempita"
422446,"jupyter-contrib-nbextensions"
422427,"pyobjc-framework-coretext"
422293,"googleads"
421645,"aiorwlock"
421507,"trl"
421095,"awslambdaric"
419970,"tencentcloud-sdk-python"
419623,"zope-hookable"
419273,"nats-py"
419080,"pyopengl"
418254,"win32-setctime"
417509,"pandas-market-calendars"
417415,"tensorflow-recommenders"
416804,"django-webpack-loader"
416550,"idf-component-manager"
416391,"line-bot-sdk"
415978,"mpld3"
415361,"mf2py"
414770,"pip-licenses"
414231,"pillow-avif-plugin"
414195,"azure-mgmt-hybridcompute"
414141,"pytoolconfig"
414093,"sqlitedict"
413470,"asyncclick"
413304,"aiocache"
413220,"django-cleanup"
413204,"ping3"
412932,"pyramid"
412707,"petl"
412689,"django-reversion"
412467,"imgaug"
411983,"traittypes"
411914,"jupyter-contrib-core"
411041,"translationstring"
411026,"gssapi"
410983,"django-ckeditor"
410172,"pygerduty"
409827,"dlib"
409108,"python-string-utils"
408942,"gs-quant"
408796,"flasgger"
408108,"clvm-tools-rs"
408007,"pyobjc-framework-systemconfiguration"
407529,"contextily"
407365,"django-polymorphic"
407096,"aws-assume-role-lib"
407037,"dm-haiku"
407023,"pyobjc-framework-pubsub"
406557,"azure-monitor-ingestion"
406268,"pyrdfa3"
406146,"llamaindex-py-client"
405197,"faster-whisper"
404840,"gfpgan"
404694,"extruct"
404567,"keyboard"
404451,"whylogs-sketching"
403951,"caio"
403915,"grimp"
403576,"yeelight"
403464,"seqio-nightly"
403341,"aws-cdk-asset-node-proxy-agent-v5"
403090,"mypy-boto3-kms"
402995,"elasticsearch7"
402919,"aws-logging-handlers"
402852,"pynput"
402844,"tslearn"
402456,"mimesis"
402281,"pymannkendall"
402193,"scikeras"
401642,"pytest-lazy-fixture"
401396,"llama-parse"
401184,"whylabs-client"
400512,"capstone"
400266,"asynch"
400037,"pytest-httpx"
399278,"ansible-base"
399007,"cli-exit-tools"
398881,"wincertstore"
398613,"pybase62"
398538,"lib-detect-testenv"
398342,"argilla"
397974,"opentelemetry-resourcedetector-gcp"
397936,"pyobjc-framework-coreaudio"
397691,"casefy"
397578,"azure-communication-email"
397539,"youtube-dl"
397359,"roboflow"
397247,"djangorestframework-jwt"
397172,"llama-index-embeddings-openai"
397061,"pyobjc-framework-applescriptkit"
396987,"pyobjc-framework-cfnetwork"
396892,"graphene-django"
396817,"logzio-python-handler"
396760,"parsley"
396728,"vllm"
396724,"shandy-sqlfmt"
396182,"readerwriterlock"
396045,"pysam"
395860,"pyobjc-framework-installerplugins"
395719,"temporalio"
395688,"pydevd-pycharm"
395595,"opentelemetry-instrumentation-boto"
395577,"pyobjc-framework-preferencepanes"
395576,"pyobjc-framework-coredata"
395346,"pyobjc-framework-discrecording"
394840,"statistics"
394802,"opentelemetry-instrumentation-system-metrics"
394609,"pyobjc-framework-diskarbitration"
394597,"pyobjc-framework-latentsemanticmapping"
394538,"pyobjc-framework-dvdplayback"
394400,"pyobjc-framework-coreaudiokit"
394332,"lpips"
394285,"pyobjc-framework-libdispatch"
394067,"check-jsonschema"
393732,"pyobjc-framework-corebluetooth"
393446,"pyobjc-framework-discrecordingui"
392890,"stopit"
391473,"pyobjc-framework-security"
391115,"flash-attn"
390964,"compressed-rtf"
390799,"utilsforecast"
390797,"django-waffle"
390646,"realtime"
390200,"python-geohash"
390189,"opentelemetry-instrumentation-boto3sqs"
390018,"sqlalchemy-stubs"
389350,"decli"
389304,"python-novaclient"
389199,"pyvis"
389102,"lml"
389039,"fixtures"
388333,"haggis"
388271,"pyobjc-framework-webkit"
387947,"monty"
387406,"policyuniverse"
387305,"snowflake-core"
387157,"cyksuid"
