download_count,project
3501670,"requests-auth-aws-sigv4"
3496847,"aiohttp-jinja2"
3493668,"onnxruntime-gpu"
3493256,"chdb"
3493107,"pytest-durations"
3491659,"pynvml"
3490407,"phonenumberslite"
3486792,"rouge-score"
3481970,"xsdata"
3477089,"textparser"
3476549,"opentelemetry-instrumentation-mysql"
3476409,"python-xlib"
3476109,"dashscope"
3475121,"django-js-asset"
3470274,"openinference-instrumentation-langchain"
3467075,"aws-opentelemetry-distro"
3462935,"http-ece"
3459933,"moreorless"
3458193,"langgraph-cli"
3455604,"openapi-python-client"
3452027,"pytimeparse2"
3450744,"expandvars"
3450237,"azure-mgmt-subscription"
3447788,"llama-index-agent-openai"
3443951,"pyreadstat"
3434393,"yacs"
3431940,"pycollada"
3427839,"lit"
3425214,"igraph"
3420670,"pyerfa"
3417128,"latex2sympy2-extended"
3416684,"plotnine"
3405520,"pyqt5-qt5"
3405030,"tree-sitter-embedded-template"
3405022,"testfixtures"
3404958,"python-oxmsg"
3401046,"mizani"
3398091,"grpc-stubs"
3396179,"portpicker"
3394480,"mitmproxy-wireguard"
3394230,"pydantic-monty"
3387086,"docxtpl"
3386060,"depyf"
3383517,"qtconsole"
3383254,"types-aiobotocore-sqs"
3382210,"aws-psycopg2"
3380967,"pydispatcher"
3380433,"hypothesis-jsonschema"
3373566,"crossplane"
3373339,"mypy-boto3-ssm"
3369467,"pyqt5-sip"
3364960,"pyaes"
3354816,"jsonargparse"
3351520,"sagemaker-mlflow"
3351026,"wget"
3346621,"ddapm-test-agent"
3343151,"databricks-pypi1"
3335625,"asynch"
3335601,"zeroconf"
3326620,"opentelemetry-instrumentation-pymemcache"
3326223,"pyobjc-core"
3324580,"evergreen-py"
3322513,"hdbcli"
3322303,"formulas"
3319784,"biotite"
3314781,"pypandoc-binary"
3313636,"schedula"
3311440,"mypy-boto3-bedrock-runtime"
3305495,"azure-mgmt-reservations"
3298894,"django-crispy-forms"
3297984,"pusher"
3294521,"rstr"
3293513,"munch"
3293341,"tbb"
3290471,"pmdarima"
3285352,"opentelemetry-instrumentation-aiopg"
3284342,"mypy-boto3-iam"
3283852,"math-verify"
3280496,"promise"
3278132,"opentelemetry-instrumentation-cassandra"
3268529,"azure-mgmt-dns"
3264414,"dynamodb-json"
3262951,"fastexcel"
3257777,"opentelemetry-instrumentation-remoulade"
3255336,"aiohttp-socks"
3254947,"coincurve"
3253484,"aiologic"
3248910,"ibis-framework"
3244020,"pip-system-certs"
3238692,"mail-parser"
3235486,"dagster-dg-core"
3234809,"segno"
3233239,"algoliasearch"
3233025,"nulltype"
3229514,"prometheus-flask-exporter"
3229191,"salesforce-bulk"
3226469,"zc-lockfile"
3221910,"sspilib"
3218711,"vastai-sdk"
3216313,"opentelemetry-propagator-jaeger"
3215490,"cupy-cuda12x"
3212425,"kornia-rs"
3209634,"open-clip-torch"
3206142,"fal-client"
3205995,"pymatting"
3204905,"django-anymail"
3201764,"types-pygments"
3200599,"repoze-lru"
3195555,"google-cloud-pubsublite"
3188123,"signxml"
3185194,"stactools-met-office-deterministic"
3182421,"awslambdaric"
3180141,"mteb"
3176053,"comfyui-workflow-templates"
3173708,"geocoder"
3171749,"pylsqpack"
3170879,"mss"
3169705,"docker-image-py"
3169106,"googlemaps"
3168848,"google-cloud-artifact-registry"
3168832,"flufl-lock"
3164198,"supafunc"
3161084,"sgqlc"
3155392,"astropy-iers-data"
3152944,"paddleocr"
3152641,"deepgram-sdk"
3151672,"swe-rex"
3151118,"kfp-server-api"
3149968,"types-boto3-sqs"
3149650,"dbutils"
3147289,"kernels"
3146959,"mujoco"
3143174,"css-inline"
3135917,"alibabacloud-credentials-api"
3135323,"sarif-om"
3135148,"sqlalchemy-drill"
3134411,"json-log-formatter"
3134182,"django-ninja"
3133937,"fpdf"
3133497,"pygeohash"
3132110,"pkce"
3124515,"ratelim"
3123547,"futures"
3123199,"category-encoders"
3123174,"pwdlib"
3121125,"langchain-ollama"
3121054,"soda-core-spark"
3120832,"ansible-runner"
3117427,"queuelib"
3114213,"requests-aws-sign"
3113169,"onnx-ir"
3112725,"kornia"
3111562,"django-two-factor-auth"
3106698,"urllib3-secure-extra"
3106188,"nameparser"
3102986,"aioquic"
3100046,"pyte"
3099552,"drf-yasg"
3097205,"manifold3d"
3097147,"vtk"
3093808,"opentelemetry-instrumentation-google-generativeai"
3090115,"jinja2-simple-tags"
3087649,"tensorflow-metadata"
3083496,"seleniumbase"
3080792,"pygame"
3077790,"pastedeploy"
3075172,"pyobjc-framework-cocoa"
3072034,"mypy-boto3-stepfunctions"
3071659,"recordlinkage"
3071615,"mapbox-earcut"
3069356,"line-profiler"
3064675,"hijridate"
3060852,"pywinauto"
3056715,"soda-core-spark-df"
3056149,"types-boto3-dynamodb"
3049326,"furo"
3047087,"opentelemetry-propagator-ot-trace"
3046922,"pytz-deprecation-shim"
3044821,"comfyui-workflow-templates-core"
3041738,"chispa"
3035508,"django-linear-migrations"
3034387,"fcache"
3029271,"spython"
3028913,"flashinfer-cubin"
3028322,"kubernetes-stubs-elephant-fork"
3026665,"sshfs"
3026355,"types-boto3-ses"
3022578,"comfy-kitchen"
3019202,"magic-filter"
3017559,"django-import-export"
3014110,"google-apitools"
3007269,"pydruid"
3006234,"treescope"
3002062,"rerun-sdk"
2998610,"opencv-contrib-python-headless"
2997023,"shrub-py"
2996291,"rfc3987"
2995494,"objsize"
2993182,"rjsmin"
2990335,"akshare"
2988759,"hdbscan"
2988275,"gitignore-parser"
2988152,"avro-gen3"
2983593,"pytweening"
2981655,"pymemcache"
2980146,"jproperties"
2972401,"markdown-to-mrkdwn"
2966223,"pyannote-database"
2964642,"pyscreeze"
2955561,"langgraph-runtime-inmem"
2952300,"dirty-equals"
2949485,"s3path"
2949484,"mypy-boto3-athena"
2948816,"immutables"
2948020,"itemadapter"
2945275,"comfyui-frontend-package"
2944762,"transitions"
2940189,"pyautogui"
2939881,"browser-cookie3"
2939796,"iterative-telemetry"
2939618,"pyspellchecker"
2930959,"iopath"
2928556,"aws-secretsmanager-caching"
2928349,"webdataset"
2927288,"requests-unixsocket"
2919941,"pygetwindow"
2917196,"model-hosting-container-standards"
2913037,"sacremoses"
2912088,"ecs-logging"
2910710,"lark-oapi"
2903410,"itemloaders"
2900731,"akeyless-cloud-id"
2899273,"mdformat"
2898603,"tantivy"
2897603,"mypy-boto3-kinesis"
2896859,"types-boto3-rds"
2895059,"pyrect"
2893607,"venusian"
2893206,"pytest-memray"
2892700,"pyannote-metrics"
2892340,"culsans"
2890832,"opentelemetry-instrumentation-openai-agents-v2"
2888327,"hypothesis-graphql"
2888281,"types-freezegun"
2888200,"sphinx-jinja"
2886993,"apache-airflow-providers-apache-impala"
2883538,"pytest-codspeed"
2882201,"alembic-postgresql-enum"
2878729,"embreex"
2877176,"hupper"
2875457,"azure-mgmt-resourcegraph"
2872565,"zope-deprecation"
2869625,"kestra"
2869211,"tcolorpy"
2869002,"types-boto3-lambda"
2866242,"types-boto3-ec2"
2864217,"rcssmin"
2863984,"mouseinfo"
2863617,"pysmb"
2862690,"uuid"
2858863,"opentelemetry-instrumentation-groq"
2853323,"devtools"
2851699,"hyperopt"
2847614,"tcmlib"
2847561,"comfyui-workflow-templates-json"
2846540,"gherkin-official"
2844743,"pytest-random-order"
2843231,"casbin"
2839332,"django-deprecate-fields"
2838854,"djangorestframework-dataclasses"
2838716,"azure-cosmosdb-table"
2834644,"azure-monitor-ingestion"
2833940,"grandalf"
2833927,"stringzilla"
2833876,"pyngrok"
2833269,"pytest-factoryboy"
2831654,"piexif"
2830028,"pyglet"
2821042,"azure-cosmosdb-nspkg"
2817796,"braintrust-core"
2814514,"pymeeus"
2814392,"reedsolo"
2811840,"pep8-naming"
2804189,"pyzbar"
2800327,"mypy-boto3-ecr"
2798370,"param"
2796969,"sphinx-basic-ng"
2796777,"redisvl"
2793679,"boa-str"
2791546,"ast-grep-cli"
2789324,"types-httplib2"
2789194,"databricks-pypi2"
2788758,"adbc-driver-manager"
2787014,"isal"
2782015,"scim2-filter-parser"
2781004,"tilelang"
2779714,"cheroot"
2771696,"taskgroup"
2769563,"llama-index-multi-modal-llms-openai"
2765519,"semantic-kernel"
2761129,"python-editor"
2760823,"datadog-lambda"
2760293,"flatten-json"
2759922,"pyjson5"
2759609,"types-boto3-cloudformation"
2758745,"comfyui-workflow-templates-media-assets-01"
2757252,"pydoe"
2754298,"pytest-ordering"
2751808,"starlette-testclient"
2748437,"locust-cloud"
2747868,"lingua-language-detector"
2744639,"harfile"
2743747,"pyqt6-qt6"
2741048,"dash-bootstrap-components"
2740521,"pyannote-core"
2735249,"julius"
2733852,"flake8-pyproject"
2732434,"azure-storage-file"
2731364,"azureml-mlflow"
2730039,"dotty-dict"
2726378,"apify-client"
2725574,"prometheus-api-client"
2725341,"together"
2724841,"llama-index-program-openai"
2721159,"marimo"
2719542,"alibabacloud-tea"
2715397,"hijri-converter"
2714859,"pyqt6"
2711339,"django-ratelimit"
2711129,"dagster-docker"
2709695,"llama-index-question-gen-openai"
2708208,"livekit-blingfire"
2707561,"pagefind"
2707383,"dbt-core-experimental-parser"
2706427,"comfyui-embedded-docs"
2706189,"jschema-to-python"
2703010,"oyaml"
2702687,"svg-path"
2699817,"databricks-api"
2686610,"prefect-cloud"
2686010,"pagefind-bin"
2684753,"drf-extensions"
2683394,"graphframes"
2682897,"snakeviz"
2682214,"open3d"
2681307,"snapshot-restore-py"
2681013,"dagster-dbt"
2680877,"pyqwest"
2674466,"pyqt6-sip"
2674349,"cfn-flip"
2672943,"stdlibs"
2672833,"livekit-plugins-deepgram"
2668480,"findspark"
2666675,"netifaces"
2663512,"psmpy"
2661135,"trailrunner"
2658604,"macholib"
2658440,"langchain-experimental"
2657969,"readerwriterlock"
2654498,"causallib"
2653150,"cem"
2652944,"mitmproxy-rs"
2650208,"mypy-boto3-sns"
2648995,"mediapipe"
2648129,"whatthepatch"
2640566,"e2b-code-interpreter"
2627704,"dvc"
2623201,"hashids"
2622031,"clerk-backend-api"
2621852,"tensordict"
2619491,"pyexcel-io"
2618554,"kagglesdk"
2615042,"pillow-avif-plugin"
2603450,"pytest-snapshot"
2602959,"testrail-api"
2602524,"mimesis"
2600078,"standardwebhooks"
2595971,"pysaml2"
2595858,"uncertainties"
2593281,"django-silk"
2592884,"colorcet"
2591880,"scikit-base"
2591290,"aws-lambda-typing"
2589350,"fido2"
2588607,"pytest-retry"
2585364,"ibm-watsonx-ai"
2584912,"nvidia-cublas-cu11"
2582543,"flask-httpauth"
2582390,"fhir-resources"
2581330,"vhacdx"
2581130,"libsass"
2580811,"translationstring"
2580257,"sqlalchemy2-stubs"
2580088,"textdistance"
2580018,"lml"
2577945,"apsw"
2577215,"types-regex"
2577057,"runware"
2574120,"update-checker"
2568931,"lib-detect-testenv"
2565986,"kerberos"
2562361,"types-colorama"
2560496,"flashtext"
2556904,"dogpile-cache"
2556584,"skl2onnx"
2551681,"pymediainfo"
2551260,"protoletariat"
2550057,"types-markupsafe"
2547917,"lifelines"
2547245,"livekit-plugins-turn-detector"
2544276,"argh"
2543756,"pdfrw"
2542445,"azure-cognitiveservices-speech"
2541161,"country-converter"
2540822,"yt-dlp-ejs"
2539204,"nvidia-cuda-nvcc"
2536225,"kagglehub"
2536130,"cli-exit-tools"
2535788,"traceloop-sdk"
2534744,"imapclient"
2532677,"types-jinja2"
2529476,"envs"
2526285,"loro"
2526189,"paddlex"
2525535,"commentjson"
2521153,"pygsheets"
2520319,"result"
2520131,"dbt-clickhouse"
2519103,"usort"
2517725,"rapidocr-onnxruntime"
2517340,"unleashclient"
2515893,"json-logic"
2515634,"databricks-ai-search"
2513751,"types-pyasn1"
2512474,"mongoengine"
2511864,"roman-numerals-py"
2510050,"airportsdata"
2507149,"pydantic-xml"
2502957,"pyramid"
2499132,"polyline"
2493981,"pydantic-yaml"
2492474,"pyobjc-framework-quartz"
2492377,"pycairo"
2492160,"braintree"
2491049,"mssql-python"
2490220,"pystemmer"
2488865,"nvidia-cudnn-cu11"
2479670,"rfc8785"
2478870,"flask-talisman"
2474161,"pyvers"
2471609,"types-ujson"
2470289,"scrubadub"
2469152,"pycognito"
2468996,"opentelemetry-instrumentation-openai-agents"
2467871,"google-cloud-recommendations-ai"
2467826,"mkdocs-macros-plugin"
2461824,"apache-airflow-providers-postgres"
2455007,"apache-airflow-providers-airbyte"
2454807,"python-barcode"
2452968,"jaraco-text"
2451765,"forbiddenfruit"
2451746,"einx"
2448155,"types-tzlocal"
2447804,"asyncpg-stubs"
2441882,"requests-sigv4"
2439133,"mypy-boto3-ses"
2437914,"decord"
2436698,"flask-admin"
2432968,"databricks"
2432403,"free-email-domains"
2431059,"oras"
2430751,"fasttext"
2427569,"mypy-boto3-ecs"
2421119,"triad"
2419447,"deep-translator"
2417736,"cyclonedx-bom"
2416884,"alibabacloud-endpoint-util"
2415720,"paddlepaddle"
2412915,"assemblyai"
2408041,"neptune-api"
2404990,"types-grpcio"
2403887,"torchdata"
2401151,"pydantic-avro"
2399791,"svgwrite"
2395747,"qwen-vl-utils"
2395652,"jieba"
2394163,"molecule"
2393831,"plaster-pastedeploy"
2393234,"fugue"
2393112,"plaster"
2392189,"leanclient"
2390119,"cron-converter"
2388626,"casefy"
2388566,"luqum"
2387633,"pytest-docker"
2386931,"lean-lsp-mcp"
2383487,"nebius"
2383060,"language-tags"
2382841,"python-nvd3"
2377457,"impit"
2375099,"super-collections"
2372794,"cmd2"
2371183,"django-polymorphic"
2368607,"prefect-gcp"
2367211,"starlette-context"
2361315,"recurring-ical-events"
2359916,"fasttext-wheel"
2357750,"neptune-fetcher"
2357635,"us"
2357489,"types-defusedxml"
2357464,"qh3"
2356274,"ibmmq"
2355634,"anysqlite"
2355170,"ec2-metadata"
2353710,"sklearn-compat"
2349967,"aws-sam-cli"
2348744,"opentelemetry-instrumentation-agno"
2348591,"pyspark-client"
2347955,"llama-index-legacy"
2347492,"langchain-groq"
2346864,"braintrust-langchain"
2346046,"lsprotocol"
2343936,"copier"
2343283,"pyviz-comms"
2342903,"dropbox"
2342860,"boto3-type-annotations"
2341459,"parallel-web"
2341327,"array-api-compat"
2340770,"django-scim2"
2337651,"ufmt"
2335539,"python-pam"
2335072,"robotframework-pythonlibcore"
2333091,"expecttest"
2332754,"scandir"
2331841,"arize-phoenix"
2329339,"enrich"
2329133,"django-countries"
2327886,"keras-preprocessing"
2327731,"dbt-exasol"
2327210,"opentelemetry-instrumentation-writer"
2326709,"doclang"
2325033,"img2pdf"
2323862,"flask-bcrypt"
2322011,"inject"
2320115,"sparkmeasure"
2319178,"adagio"
2315756,"chex"
2314585,"pyvis"
2313539,"mleap"
2311618,"pycrdt"
2310301,"dataset"
2310046,"dbus-fast"
2306469,"wordfreq"
2306451,"nvidia-nvvm"
2306394,"pyannote-audio"
2305077,"plyvel"
2304795,"llama-index-embeddings-bedrock"
2302559,"ansi2html"
2301154,"numpydoc"
2298816,"nvidia-cuda-runtime-cu11"
2296181,"pylint-django"
2295884,"azure-mgmt-devtestlabs"
2292932,"pytest-vcr"
2286994,"unsloth"
2285814,"django-admin-inline-paginator"
2285530,"pynput"
2283985,"junit2html"
2281417,"agent-framework-core"
2281262,"outlines"
2280129,"dicttoxml"
2279341,"apache-sedona"
2278739,"bump2version"
2277849,"keyrings-codeartifact"
2276583,"bullmq"
2275795,"prefect-docker"
2275757,"dbfread"
2275628,"django-compressor"
2275253,"oci-cli"
2273028,"stone"
2272799,"agno"
2271669,"openfeature-sdk"
2267977,"strip-hints"
2266216,"cloudinary"
2264211,"pyexcel"
2261175,"flask-shell-ipython"
2258774,"properdocs"
2257106,"locate"
2256935,"httpx-auth"
2255102,"fluent-logger"
2253619,"dvc-studio-client"
2251437,"mistletoe"
2248632,"nvidia-cuda-nvrtc-cu11"
2247206,"vers-sdk"
2245333,"ipympl"
2244656,"django-loginas"
2239491,"mercantile"
2239041,"types-click"
2237076,"retry2"
2232980,"tree-sitter-kotlin"
2232850,"sudachipy"
2232563,"utilsforecast"
2226065,"onepassword-sdk"
2224541,"django-taggit"
2221417,"progress"
2218401,"aiortc"
2215525,"bce-python-sdk"
2214308,"pyvirtualdisplay"
2213863,"pymongo-auth-aws"
2212176,"tree-sitter-html"
2210011,"tree-sitter-toml"
2209751,"pdoc"
2208436,"pytest-messenger"
2207546,"crccheck"
2207289,"biotraj"
2201302,"browserforge"
2200014,"tecton"
2199804,"openinference-instrumentation-openai"
2199078,"comfyui-workflow-templates-media-api"
2198074,"wrapt-timeout-decorator"
2197832,"pytensor"
2197822,"ml-collections"
2197692,"comfyui-workflow-templates-media-image"
2196828,"xformers"
2196787,"apache-airflow-providers-openlineage"
2195272,"comfyui-workflow-templates-media-other"
2192909,"comfyui-workflow-templates-media-video"
2188231,"databricks-ai-bridge"
2186025,"pytest-lazy-fixtures"
2185370,"tree-sitter-xml"
2185061,"tree-sitter-sql"
2181646,"currency-symbols"
2178574,"plac"
2174719,"plaid-python"
2173943,"versioningit"
2173832,"dbt-fabric"
2173468,"vastai"
2167360,"honcho"
2165943,"xarray-einstats"
2164826,"shareplum"
2163821,"matrice-analytics"
2163738,"azure-mgmt-datalake-analytics"
2163547,"smartsheet-python-sdk"
2162742,"node-semver"
2162619,"tensorflow-hub"
2162606,"robotframework-seleniumlibrary"
2158671,"androguard"
2158642,"drf-nested-routers"
2156633,"pyannote-pipeline"
2154702,"mypy-boto3-apigateway"
2154420,"linkedin-api-client"
2153333,"graphemeu"
2151083,"yaml-config"
2150374,"matrice"
2149915,"usaddress-scourgify"
2149554,"poetry-plugin-pypi-mirror"
2148985,"dominate"
2146426,"cog"
2146383,"semantic-link-labs"
2142914,"pydantic-handlebars"
2140112,"alibabacloud-tea-xml"
2139899,"sudachidict-core"
2139707,"backports-datetime-fromisoformat"
2138994,"jsonnet"
2138753,"primepy"
2138675,"apache-airflow-providers-docker"
2137173,"hogql-parser"
2134331,"apify-fingerprint-datapoints"
2134076,"nvidia-cutlass-dsl-libs-cu13"
2133057,"matrice-common"
2132004,"types-cryptography"
2131283,"bleak"
2127817,"apkinspector"
2127414,"grain"
2126963,"inline-snapshot"
2126499,"posthoganalytics"
2125883,"torch-audiomentations"
2123892,"filterpy"
2122940,"matrice-inference"
2122244,"sqlalchemy-stubs"
2121804,"fvcore"
2120342,"usd-core"
2119651,"yggdrasil-engine"
2119040,"dateutils"
2119006,"sqlglotc"
2118359,"djangorestframework-api-key"
2117068,"opentelemetry-instrumentation-voyageai"
2115594,"torch-pitch-shift"
2114498,"dotmap"
2111574,"asteroid-filterbanks"
2110125,"pygls"
2109637,"stpyv8"
2109290,"secure"
2109199,"holoviews"
2107583,"dvc-data"
2106368,"duckdb-engine"
2105875,"json-schema-to-pydantic"
2103188,"flask-sock"
2101283,"clickhouse-pool"
2099587,"pycron"
2099085,"pandas-market-calendars"
2097339,"databricks-dlt"
2095638,"fastsafetensors"
2093769,"lazy-imports"
2092643,"drf-exceptions-hog"
2092574,"apache-airflow-providers-microsoft-azure"
2090330,"pydantic-ai-harness"
2088467,"flask-restx"
2085173,"tree-sitter-markdown"
2082006,"clickhouse-sqlalchemy"
2081758,"oslo-utils"
2080642,"statshog"
2078907,"mutf8"
2078797,"hogql-parser-rs"
2076886,"model-bakery"
2076321,"aioredis"
2075976,"growthbook"
2075871,"nvidia-cuda-crt"
2075516,"pycasbin"
2075233,"arpeggio"
2074646,"ajsonrpc"
2074211,"gnupg"
2074204,"tree-sitter-css"
2073794,"circular-dict"
2073147,"types-boto3-sesv2"
2072062,"json-schema-for-humans"
2071028,"docusign-esign"
2070212,"x-wr-timezone"
2067737,"homeassistant"
2066461,"google-cloud-recaptcha-enterprise"
2065985,"amazon-textract-response-parser"
2065167,"pytest-flakefinder"
2064441,"tensorboard-plugin-wit"
2061330,"jinja2-ansible-filters"
2061327,"pixelhog"
2060328,"josepy"
2058805,"gto"
2058771,"readability-lxml"
2057516,"nvtx"
2055714,"optimum"
2053070,"flake8-docstrings"
2052967,"torchviz"
2052599,"django-hijack"
2049110,"exchangelib"
2048480,"scmrepo"
2047635,"mypy-boto3-logs"
2047247,"c7n"
2044828,"urllib3-future"
2044706,"uptime-kuma-api"
2042086,"types-aiobotocore-dynamodb"
2040273,"flash-attn-4"
2039686,"fast-depends"
2037028,"aioice"
2033035,"instagrapi"
2031207,"litestar"
2030446,"viser"
2028715,"polling2"
2027178,"pylibsrtp"
2026948,"colour"
2023032,"protoc-gen-openapiv2"
2022624,"sphinx-tabs"
2021911,"mkdocs-monorepo-plugin"
2018352,"pathy"
2016100,"python-whois"
2014915,"email-reply-parser"
2013946,"dvc-objects"
2013403,"liccheck"
2012006,"typed-settings"
2011638,"mypy-boto3-signer"
2008462,"django-treebeard"
2006651,"pybase62"
2005077,"pyramid-mako"
2003042,"domdf-python-tools"
2001401,"ct3"
2001212,"uwsgi"
2001134,"singledispatch"
2000505,"mcp-atlassian"
2000327,"xls2xlsx"
1996234,"cvss"
1992949,"typeshed-client"
1992277,"azure-mgmt-logic"
1991286,"fhir-core"
1990947,"arize-phoenix-otel"
1990943,"tokenspeed-triton"
1990310,"darabonba-core"
1990190,"python-consul"
1989636,"pinecone-plugin-assistant"
1987444,"tree-sitter-regex"
1986642,"pyquery"
1982575,"apache-airflow-providers-odbc"
1981563,"emr-notebooks-magics"
1978679,"pyramid-jinja2"
1978525,"keystoneauth1"
1978036,"niquests"
1977414,"loky"
1977056,"daytona-analytics-api-client"
1973040,"httmock"
1972727,"pysmi"
1972060,"tokenspeed-mla"
1970804,"types-dateparser"
1970252,"daytona-analytics-api-client-async"
1969920,"python3-xlib"
1969763,"alpaca-py"
1969745,"langchain-tests"
1968401,"types-passlib"
1968136,"pyramid-debugtoolbar"
1967279,"kylinpy"
1966503,"django-waffle"
1963671,"pandasql"
1963658,"fakesnow"
1962872,"qdldl"
1957865,"sqltrie"
1957737,"nibabel"
1954835,"wassima"
1954595,"pykerberos"
1953600,"icecream"
1949959,"mypy-boto3-xray"
1947650,"camel-converter"
1943531,"tree-sitter-swift"
1942597,"mitmproxy-linux"
1941539,"laspy"
1940324,"yourdfpy"
1939128,"openvino"
1937579,"rpyc"
1937361,"robotframework-requests"
1933854,"opentelemetry-instrumentation-boto"
1932864,"dbt-duckdb"
1928602,"apache-airflow-providers-apache-kafka"
1928285,"pyseccomp"
1926387,"pybtex"
1923840,"autograd-gamma"
1923766,"bm25s"
1922729,"livekit-plugins-elevenlabs"
1920540,"dagster-celery-k8s"
1918400,"flake8-isort"
1917769,"ldaptor"
1917186,"pycti"
1916953,"starlette-exporter"
1915400,"kafka-python-ng"
1914191,"anybadge"
1913915,"dvc-render"
1913540,"nbsphinx"
1909593,"mypy-boto3-schemas"
1905258,"mcap"
1904723,"webvtt-py"
1903988,"google-cloud-scheduler"
1900491,"coremltools"
1900154,"coreforecast"
1899200,"composio"
1897687,"dvc-task"
1897611,"opentelemetry-instrumentation-openai-v2"
1897599,"pyvmomi"
1897257,"wasmtime"
1897193,"onnxconverter-common"
1897067,"azure-ai-formrecognizer"
1895918,"ydata-profiling"
1895655,"aiosmtpd"
1895194,"statsforecast"
1894735,"pylev"
1893994,"jh2"
1893477,"descope"
1893391,"proxy-protocol"
1892828,"nvidia-cuda-cccl"
1891847,"composio-client"
1891173,"auditwheel"
1887696,"pathlib-mate"
1885864,"dvc-http"
1885756,"azure-mgmt-consumption"
1885518,"nbstripout"
1883756,"opencc-python-reimplemented"
1881953,"roman"
1878246,"litestar-htmx"
1877792,"comfy-angle"
1876211,"brotlipy"
1872035,"flake8-comprehensions"
1871318,"apache-airflow-providers-oracle"
1870326,"ocspbuilder"
1869376,"curatorbin"
1869351,"ocspresponder"
1867549,"pytest-profiling"
1867368,"spinners"
1867146,"apache-airflow-providers-celery"
1867099,"geckodriver-autoinstaller"
1866700,"evergreen-lint"
1865574,"openrouter"
1861335,"lief"
1860922,"pyupgrade"
1859879,"azure-mgmt-notificationhubs"
1859167,"pytest-celery"
1857458,"django-reversion"
1857172,"latexcodec"
1856469,"stix2-patterns"
1854098,"google-search-results"
1853213,"log-symbols"
1853145,"ulid-py"
1852618,"hyperpyyaml"
1849346,"types-bleach"
1843217,"pyexcel-xls"
1842566,"sqlacodegen"
1841828,"pre-commit-hooks"
1841324,"requests-oauth"
1840124,"python-semantic-release"
1838139,"testtools"
1837518,"tensorflow-cpu"
1836122,"pygdbmi"
1835628,"crawl4ai"
1835286,"flupy"
1835202,"comfy-aimdo"
1835059,"azure-loganalytics"
1834260,"graphifyy"
1833126,"falcon"
1832847,"mcp-proxy-for-aws"
1832814,"replicate"
1832013,"wurlitzer"
1830185,"vector-quantize-pytorch"
1828958,"dohq-artifactory"
1827243,"torchsde"
1826273,"scalar-fastapi"
1825414,"protovalidate"
1823353,"python-lsp-jsonrpc"
1822308,"docopt-ng"
1819486,"cerebras-cloud-sdk"
1818385,"sqlitedict"
1817790,"aws-lambda-builders"
1817011,"vercel"
1816026,"taskiq"
1815888,"plum-dispatch"
1814647,"kedro-datasets"
1813995,"publicsuffixlist"
1813838,"west"
1813205,"cma"
1812748,"anndata"
1811781,"aiohttp-fast-zlib"
1811084,"azure-servicefabric"
1810652,"opentelemetry-resourcedetector-kubernetes"
1808295,"pytest-watcher"
1807317,"connectorx"
1806804,"taskiq-dependencies"
1806034,"u-msgpack-python"
1805778,"sqlalchemy-json"
1805491,"codemagic-cli-tools"
1805117,"openhands-ai"
1804965,"praw"
1804254,"databento-dbn"
1802132,"inotify-simple"
1801278,"pylink-square"
1800776,"synapseml"
1800153,"intuit-oauth"
1799667,"types-werkzeug"
1798720,"drf-spectacular-sidecar"
1797847,"frida"
1797137,"pytest-shard"
1796639,"yara-python"
1796619,"trampoline"
1793338,"langchain-huggingface"
1793127,"treelib"
1791812,"pep8"
1791790,"atlasclient"
1791041,"aws-embedded-metrics"
1790694,"stix2"
1790096,"ariadne"
1789233,"shyaml"
1788524,"adbc-driver-postgresql"
1788445,"verspec"
1788026,"pymodbus"
1786651,"dash-ag-grid"
1786393,"dbos"
1785592,"pretty-html-table"
1783574,"markdown-to-confluence"
1782631,"pypinyin"
1782012,"sqlalchemy-adapter"
1781236,"attrdict"
1781049,"rust-just"
1778062,"skypilot"
1772690,"looseversion"
1769397,"mypy-boto3-kms"
1768360,"apache-airflow-providers-jdbc"
1768321,"grep-ast"
1768201,"ptpython"
1767458,"pytest-datadir"
1766957,"testpath"
1766060,"j2cli"
1764589,"tensorflow-datasets"
1763160,"azure"
1762428,"pysnmp"
1761783,"zlib-ng"
1761246,"selinux"
1761034,"tink"
1760643,"openxlab"
1759440,"speechbrain"
1757558,"wheel-stub"
1754255,"oslo-config"
1753632,"milvus-lite"
1753102,"elastic-apm"
1753077,"analytics-python"
1751056,"unitycatalog-langchain"
1750952,"tree-sitter-elixir"
1749785,"lap"
1747756,"asn1"
1746085,"davey"
1745295,"databento"
1743634,"unitycatalog-client"
1743601,"types-boto3-full"
1742578,"azure-mgmt-relay"
1742194,"types-confluent-kafka"
1739058,"mypy-boto3-lakeformation"
1737976,"pytest-docker-tools"
1737143,"unpaddedbase64"
1736963,"gdbmongo"
1736077,"decopatch"
1735516,"aiodataloader"
1732236,"tree-sitter-scala"
1730737,"vobject"
1729170,"kopf"
1725919,"sqllineage"
1724754,"landlock"
1724438,"tree-sitter-lua"
1723691,"logging-azure-rest"
1723160,"types-aiobotocore-lambda"
1722501,"dpkt"
1722017,"polling"
1720676,"types-python-jose"
1719883,"oslo-i18n"
1719080,"pycapnp"
1717833,"prawcore"
1716360,"viztracer"
1715222,"tentaclio"
1714136,"snakebite-py3"
1710548,"beanie"
1710465,"ase"
1709938,"typish"
1709146,"hologram"
1708972,"swig"
1708678,"types-networkx"
